location,Basel
lat,47.54694
lon,7.56892
asl,283.697
variable,Temperature
unit,°C
level,2 m elevation corrected
resolution,hourly
aggregation,None
timestamp,Basel Temperature [2 m elevation corrected]
20190517T1500,18.65053
20190517T1600,18.64053
20190517T1700,18.920528
20190517T1800,17.23053
20190517T1900,15.580529
20190517T2000,14.8005295
20190517T2100,13.930529
20190517T2200,13.290529
20190517T2300,12.670529
20190518T0000,12.240529
20190518T0100,11.710529
20190518T0200,11.350529
20190518T0300,10.900529
20190518T0400,9.970529
20190518T0500,9.000529
20190518T0600,8.610529
20190518T0700,9.890529
20190518T0800,11.230529
20190518T0900,12.890529
20190518T1000,14.660529
20190518T1100,16.48053
20190518T1200,18.000528
20190518T1300,17.65053
20190518T1400,17.70053
20190518T1500,18.360529
20190518T1600,17.87053
20190518T1700,18.22053
20190518T1800,18.23053
20190518T1900,18.12053
20190518T2000,17.830528
20190518T2100,17.22053
20190518T2200,16.65053
20190518T2300,15.470529
20190519T0000,13.940529
20190519T0100,13.370529
20190519T0200,12.740529
20190519T0300,12.440529
20190519T0400,11.960529
20190519T0500,11.570529
20190519T0600,11.470529
20190519T0700,11.970529
20190519T0800,12.370529
20190519T0900,13.110529
20190519T1000,14.260529
20190519T1100,14.610529
20190519T1200,14.910529
20190519T1300,14.960529
20190519T1400,15.870529
20190519T1500,16.080528
20190519T1600,16.160528
20190519T1700,16.110529
20190519T1800,15.870529
20190519T1900,15.810529
20190519T2000,15.190529
20190519T2100,14.670529
20190519T2200,14.240529
20190519T2300,13.890529
20190520T0000,13.610529
20190520T0100,13.210529
20190520T0200,12.970529
20190520T0300,12.770529
20190520T0400,12.310529
20190520T0500,12.070529
20190520T0600,11.940529
20190520T0700,11.780529
20190520T0800,11.570529
20190520T0900,11.900529
20190520T1000,12.850529
20190520T1100,13.690529
20190520T1200,15.0505295
20190520T1300,16.100529
20190520T1400,14.790529
20190520T1500,14.880529
20190520T1600,14.640529
20190520T1700,14.770529
20190520T1800,14.910529
20190520T1900,14.750529
20190520T2000,14.3005295
20190520T2100,14.580529
20190520T2200,14.190529
20190520T2300,13.890529
20190521T0000,13.620529
20190521T0100,13.060529
20190521T0200,12.780529
20190521T0300,12.400529
20190521T0400,12.040529
20190521T0500,11.570529
20190521T0600,11.060529
20190521T0700,11.120529
20190521T0800,11.870529
20190521T0900,12.130529
20190521T1000,12.810529
20190521T1100,14.540529
20190521T1200,15.250529
20190521T1300,15.570529
20190521T1400,16.090528
20190521T1500,16.23053
20190521T1600,16.350529
20190521T1700,16.57053
20190521T1800,17.31053
20190521T1900,17.000528
20190521T2000,16.660528
20190521T2100,15.910529
20190521T2200,15.210529
20190521T2300,14.330529
20190522T0000,13.910529
20190522T0100,13.610529
20190522T0200,13.040529
20190522T0300,11.630529
20190522T0400,10.420529
20190522T0500,9.970529
20190522T0600,10.290529
20190522T0700,10.850529
20190522T0800,11.890529
20190522T0900,13.020529
20190522T1000,14.200529
20190522T1100,15.440529
20190522T1200,16.770529
20190522T1300,17.910528
20190522T1400,19.160528
20190522T1500,19.530529
20190522T1600,20.010529
20190522T1700,20.000528
20190522T1800,19.680529
20190522T1900,19.170528
20190522T2000,18.350529
20190522T2100,16.63053
20190522T2200,14.810529
20190522T2300,13.260529
20190523T0000,12.3005295
20190523T0100,11.840529
20190523T0200,11.540529
20190523T0300,11.170529
20190523T0400,10.730529
20190523T0500,10.280529
20190523T0600,9.910529
20190523T0700,10.3005295
20190523T0800,12.030529
20190523T0900,14.740529
20190523T1000,16.89053
20190523T1100,18.06053
20190523T1200,19.13053
20190523T1300,20.000528
20190523T1400,20.530529
20190523T1500,21.14053
20190523T1600,21.56053
20190523T1700,21.670528
20190523T1800,21.580528
20190523T1900,21.23053
20190523T2000,20.55053
20190523T2100,18.930529
20190523T2200,17.080528
20190523T2300,15.670529
20190524T0000,15.210529
20190524T0100,14.430529
20190524T0200,13.620529
20190524T0300,13.310529
20190524T0400,12.520529
20190524T0500,11.870529
20190524T0600,11.510529
20190524T0700,11.610529
20190524T0800,13.990529
20190524T0900,16.46053
20190524T1000,18.55053
20190524T1100,20.270529
20190524T1200,21.37053
20190524T1300,22.240528
20190524T1400,22.500528
20190524T1500,23.06053
20190524T1600,23.350529
20190524T1700,23.45053
20190524T1800,23.240528
20190524T1900,22.760529
20190524T2000,21.95053
20190524T2100,20.39053
20190524T2200,19.020529
20190524T2300,17.87053
20190525T0000,16.430529
20190525T0100,15.120529
20190525T0200,14.700529
20190525T0300,14.370529
20190525T0400,13.790529
20190525T0500,13.410529
20190525T0600,13.350529
20190525T0700,14.0505295
20190525T0800,15.3005295
20190525T0900,16.740528
20190525T1000,18.190529
20190525T1100,18.73053
20190525T1200,18.780529
20190525T1300,17.81053
20190525T1400,19.06053
20190525T1500,18.70053
20190525T1600,18.62053
20190525T1700,18.37053
20190525T1800,17.98053
20190525T1900,17.760529
20190525T2000,17.63053
20190525T2100,16.90053
20190525T2200,16.250528
20190525T2300,15.590529
20190526T0000,14.530529
20190526T0100,13.970529
20190526T0200,13.900529
20190526T0300,13.040529
20190526T0400,11.870529
20190526T0500,11.310529
20190526T0600,11.130529
20190526T0700,11.700529
20190526T0800,12.630529
20190526T0900,13.870529
20190526T1000,15.650529
20190526T1100,16.840528
20190526T1200,17.95053
20190526T1300,18.88053
20190526T1400,20.95053
20190526T1500,21.580528
20190526T1600,21.95053
20190526T1700,22.14053
20190526T1800,22.010529
20190526T1900,21.610529
20190526T2000,20.97053
20190526T2100,19.87053
20190526T2200,18.990528
20190526T2300,17.580528
20190527T0000,16.190529
20190527T0100,14.930529
20190527T0200,13.860529
20190527T0300,13.570529
20190527T0400,13.220529
20190527T0500,12.650529
20190527T0600,12.390529
20190527T0700,13.180529
20190527T0800,14.930529
20190527T0900,16.89053
20190527T1000,18.760529
20190527T1100,19.770529
20190527T1200,20.600529
20190527T1300,20.280529
20190527T1400,19.990528
20190527T1500,19.82053
20190527T1600,20.32053
20190527T1700,20.22053
20190527T1800,20.000528
20190527T1900,19.13053
20190527T2000,18.330528
20190527T2100,17.63053
20190527T2200,16.70053
20190527T2300,15.930529
20190528T0000,15.260529
20190528T0100,14.750529
20190528T0200,14.030529
20190528T0300,13.730529
20190528T0400,12.790529
20190528T0500,12.720529
20190528T0600,12.8005295
20190528T0700,13.400529
20190528T0800,13.880529
20190528T0900,12.920529
20190528T1000,12.840529
20190528T1100,13.470529
20190528T1200,14.220529
20190528T1300,15.460529
20190528T1400,13.670529
20190528T1500,13.600529
20190528T1600,13.690529
20190528T1700,14.320529
20190528T1800,14.460529
20190528T1900,13.740529
20190528T2000,12.980529
20190528T2100,11.840529
20190528T2200,10.500529
20190528T2300,9.900529
20190529T0000,9.280529
20190529T0100,9.420529
20190529T0200,9.200529
20190529T0300,9.210529
20190529T0400,9.5505295
20190529T0500,9.260529
20190529T0600,9.280529
20190529T0700,9.740529
20190529T0800,10.580529
20190529T0900,11.250529
20190529T1000,11.680529
20190529T1100,11.920529
20190529T1200,12.540529
20190529T1300,13.290529
20190529T1400,14.310529
20190529T1500,15.890529
20190529T1600,16.080528
20190529T1700,16.340528
20190529T1800,16.39053
20190529T1900,16.07053
20190529T2000,15.610529
20190529T2100,14.860529
20190529T2200,14.080529
20190529T2300,13.270529
20190530T0000,11.860529
20190530T0100,10.730529
20190530T0200,10.140529
20190530T0300,9.750529
20190530T0400,9.440529
20190530T0500,9.080529
20190530T0600,9.080529
20190530T0700,9.860529
20190530T0800,11.730529
20190530T0900,13.910529
20190530T1000,15.890529
20190530T1100,17.22053
20190530T1200,18.420528
20190530T1300,19.520529
20190530T1400,20.160528
20190530T1500,20.82053
20190530T1600,21.240528
20190530T1700,21.37053
20190530T1800,21.270529
20190530T1900,20.87053
20190530T2000,20.14053
20190530T2100,19.05053
20190530T2200,18.30053
20190530T2300,17.170528
20190531T0000,16.010529
20190531T0100,14.900529
20190531T0200,14.210529
20190531T0300,13.570529
20190531T0400,13.180529
20190531T0500,12.920529
20190531T0600,12.680529
20190531T0700,12.960529
20190531T0800,14.190529
20190531T0900,16.05053
20190531T1000,18.240528
20190531T1100,19.920528
20190531T1200,21.05053
20190531T1300,22.010529
20190531T1400,22.79053
20190531T1500,23.37053
20190531T1600,23.750528
20190531T1700,23.95053
20190531T1800,23.830528
20190531T1900,23.54053
20190531T2000,23.010529
20190531T2100,22.280529
20190531T2200,21.430529
20190531T2300,20.010529
20190601T0000,17.930529
20190601T0100,16.96053
20190601T0200,16.180529
20190601T0300,15.400529
20190601T0400,14.950529
20190601T0500,14.600529
20190601T0600,14.180529
20190601T0700,14.860529
20190601T0800,16.670528
20190601T0900,18.79053
20190601T1000,20.95053
20190601T1100,22.63053
20190601T1200,23.79053
20190601T1300,24.72053
20190601T1400,25.580528
20190601T1500,26.14053
20190601T1600,26.57053
20190601T1700,26.750528
20190601T1800,26.690529
20190601T1900,26.410528
20190601T2000,25.89053
20190601T2100,25.190529
20190601T2200,24.160528
20190601T2300,22.020529
20190602T0000,19.89053
20190602T0100,19.260529
20190602T0200,17.850529
20190602T0300,16.38053
20190602T0400,15.410529
20190602T0500,15.080529
20190602T0600,14.710529
20190602T0700,15.280529
20190602T0800,17.490528
20190602T0900,20.250528
20190602T1000,23.010529
20190602T1100,24.98053
20190602T1200,26.090528
20190602T1300,26.990528
20190602T1400,28.030529
20190602T1500,28.56053
20190602T1600,28.860529
20190602T1700,28.940529
20190602T1800,28.79053
20190602T1900,28.410528
20190602T2000,27.79053
20190602T2100,26.690529
20190602T2200,25.65053
20190602T2300,24.240528
20190603T0000,22.910528
20190603T0100,21.88053
20190603T0200,21.07053
20190603T0300,20.39053
20190603T0400,19.79053
20190603T0500,19.32053
20190603T0600,18.71053
20190603T0700,18.760529
20190603T0800,20.32053
20190603T0900,22.750528
20190603T1000,24.610529
20190603T1100,26.46053
20190603T1200,27.82053
20190603T1300,28.71053
20190603T1400,27.860529
20190603T1500,24.660528
20190603T1600,22.940529
20190603T1700,22.55053
20190603T1800,23.63053
20190603T1900,23.63053
20190603T2000,23.38053
20190603T2100,22.96053
20190603T2200,21.30053
20190603T2300,19.87053
20190604T0000,18.690529
20190604T0100,17.73053
20190604T0200,16.990528
20190604T0300,16.610529
20190604T0400,16.05053
20190604T0500,16.240528
20190604T0600,16.250528
20190604T0700,17.330528
20190604T0800,19.240528
20190604T0900,21.410528
20190604T1000,23.610529
20190604T1100,25.530529
20190604T1200,27.350529
20190604T1300,28.79053
20190604T1400,29.73053
20190604T1500,30.64053
20190604T1600,31.21053
20190604T1700,31.340528
20190604T1800,31.180529
20190604T1900,30.64053
20190604T2000,29.260529
20190604T2100,27.100529
20190604T2200,24.440529
20190604T2300,22.910528
20190605T0000,21.07053
20190605T0100,19.79053
20190605T0200,19.930529
20190605T0300,19.96053
20190605T0400,19.510529
20190605T0500,18.65053
20190605T0600,17.670528
20190605T0700,16.940529
20190605T0800,19.06053
20190605T0900,20.81053
20190605T1000,22.750528
20190605T1100,24.530529
20190605T1200,26.37053
20190605T1300,27.860529
20190605T1400,27.88053
20190605T1500,28.80053
20190605T1600,28.98053
20190605T1700,29.40053
20190605T1800,29.860529
20190605T1900,29.530529
20190605T2000,28.080528
20190605T2100,26.89053
20190605T2200,24.250528
20190605T2300,22.260529
20190606T0000,20.72053
20190606T0100,19.110529
20190606T0200,15.820529
20190606T0300,11.860529
20190606T0400,11.560529
20190606T0500,10.640529
20190606T0600,10.340529
20190606T0700,10.8005295
20190606T0800,11.560529
20190606T0900,12.490529
20190606T1000,14.140529
20190606T1100,15.350529
20190606T1200,15.980529
20190606T1300,17.07053
20190606T1400,15.920529
20190606T1500,17.22053
20190606T1600,18.110529
20190606T1700,18.65053
20190606T1800,18.87053
20190606T1900,18.840528
20190606T2000,18.600529
20190606T2100,18.04053
20190606T2200,17.15053
20190606T2300,15.540529
20190607T0000,13.930529
20190607T0100,13.030529
20190607T0200,12.400529
20190607T0300,12.310529
20190607T0400,11.840529
20190607T0500,12.100529
20190607T0600,11.780529
20190607T0700,12.530529
20190607T0800,14.030529
20190607T0900,16.670528
20190607T1000,19.15053
20190607T1100,21.350529
20190607T1200,23.110529
20190607T1300,24.840528
20190607T1400,25.56053
20190607T1500,26.580528
20190607T1600,27.260529
20190607T1700,26.06053
20190607T1800,20.510529
20190607T1900,18.490528
20190607T2000,16.740528
20190607T2100,16.110529
20190607T2200,15.490529
20190607T2300,15.680529
20190608T0000,15.290529
20190608T0100,13.500529
20190608T0200,13.5505295
20190608T0300,12.3005295
20190608T0400,11.510529
20190608T0500,10.970529
20190608T0600,10.520529
20190608T0700,11.260529
20190608T0800,12.610529
20190608T0900,13.830529
20190608T1000,15.120529
20190608T1100,16.37053
20190608T1200,17.56053
20190608T1300,18.590528
20190608T1400,19.990528
20190608T1500,20.57053
20190608T1600,20.90053
20190608T1700,20.940529
20190608T1800,20.760529
20190608T1900,20.37053
20190608T2000,19.71053
20190608T2100,18.600529
20190608T2200,17.56053
20190608T2300,16.82053
20190609T0000,15.810529
20190609T0100,14.720529
20190609T0200,13.670529
20190609T0300,12.810529
20190609T0400,12.410529
20190609T0500,11.810529
20190609T0600,11.480529
20190609T0700,12.060529
20190609T0800,14.090529
20190609T0900,16.670528
20190609T1000,18.750528
20190609T1100,19.240528
20190609T1200,15.480529
20190609T1300,15.610529
20190609T1400,15.880529
20190609T1500,17.760529
20190609T1600,17.690529
20190609T1700,17.600529
20190609T1800,16.680529
20190609T1900,18.31053
20190609T2000,18.580528
20190609T2100,18.12053
20190609T2200,16.490528
20190609T2300,15.280529
20190610T0000,14.830529
20190610T0100,14.710529
20190610T0200,14.590529
20190610T0300,14.230529
20190610T0400,14.150529
20190610T0500,13.990529
20190610T0600,13.990529
20190610T0700,14.770529
20190610T0800,15.740529
20190610T0900,15.860529
20190610T1000,15.530529
20190610T1100,15.8005295
20190610T1200,16.38053
20190610T1300,16.760529
20190610T1400,20.350529
20190610T1500,19.97053
20190610T1600,19.32053
20190610T1700,17.520529
20190610T1800,16.860529
20190610T1900,16.37053
20190610T2000,16.48053
20190610T2100,15.440529
20190610T2200,15.020529
20190610T2300,14.660529
20190611T0000,14.430529
20190611T0100,14.510529
20190611T0200,13.760529
20190611T0300,13.280529
20190611T0400,13.260529
20190611T0500,13.140529
20190611T0600,13.000529
20190611T0700,13.590529
20190611T0800,13.440529
20190611T0900,12.730529
20190611T1000,12.600529
20190611T1100,12.670529
20190611T1200,12.990529
20190611T1300,12.730529
20190611T1400,15.000529
20190611T1500,15.740529
20190611T1600,16.260529
20190611T1700,16.40053
20190611T1800,16.680529
20190611T1900,16.23053
20190611T2000,15.770529
20190611T2100,14.710529
20190611T2200,13.630529
20190611T2300,13.530529
20190612T0000,13.520529
20190612T0100,13.460529
20190612T0200,13.230529
20190612T0300,12.790529
20190612T0400,12.720529
20190612T0500,12.780529
20190612T0600,10.470529
20190612T0700,10.960529
20190612T0800,11.460529
20190612T0900,12.370529
20190612T1000,12.880529
20190612T1100,13.830529
20190612T1200,14.900529
20190612T1300,16.590528
20190612T1400,18.31053
20190612T1500,19.15053
20190612T1600,19.87053
20190612T1700,20.37053
20190612T1800,20.54053
20190612T1900,20.48053
20190612T2000,20.020529
20190612T2100,19.23053
20190612T2200,18.62053
20190612T2300,17.680529
20190613T0000,17.14053
20190613T0100,16.590528
20190613T0200,16.20053
20190613T0300,15.840529
20190613T0400,14.580529
20190613T0500,13.890529
20190613T0600,13.770529
20190613T0700,14.380529
20190613T0800,15.230529
20190613T0900,16.350529
20190613T1000,17.750528
20190613T1100,19.82053
20190613T1200,21.670528
20190613T1300,22.48053
20190613T1400,22.05053
20190613T1500,22.81053
20190613T1600,23.280529
20190613T1700,23.670528
20190613T1800,23.87053
20190613T1900,23.740528
20190613T2000,23.45053
20190613T2100,21.64053
20190613T2200,19.39053
20190613T2300,17.330528
20190614T0000,16.360529
20190614T0100,15.860529
20190614T0200,15.180529
20190614T0300,14.840529
20190614T0400,14.210529
20190614T0500,14.110529
20190614T0600,14.580529
20190614T0700,15.5505295
20190614T0800,17.160528
20190614T0900,19.90053
20190614T1000,22.330528
20190614T1100,24.180529
20190614T1200,25.610529
20190614T1300,26.12053
20190614T1400,24.180529
20190614T1500,25.23053
20190614T1600,25.600529
20190614T1700,25.73053
20190614T1800,27.23053
20190614T1900,28.660528
20190614T2000,28.29053
20190614T2100,26.12053
20190614T2200,23.500528
20190614T2300,21.100529
20190615T0000,20.06053
20190615T0100,19.240528
20190615T0200,18.660528
20190615T0300,18.000528
20190615T0400,16.56053
20190615T0500,15.620529
20190615T0600,15.950529
20190615T0700,16.73053
20190615T0800,18.100529
20190615T0900,19.510529
20190615T1000,20.330528
20190615T1100,21.740528
20190615T1200,22.81053
20190615T1300,23.610529
20190615T1400,23.04053
20190615T1500,23.420528
20190615T1600,23.70053
20190615T1700,23.73053
20190615T1800,22.340528
20190615T1900,19.22053
20190615T2000,17.670528
20190615T2100,16.190529
20190615T2200,15.770529
20190615T2300,15.620529
20190616T0000,15.600529
20190616T0100,15.540529
20190616T0200,15.350529
20190616T0300,15.180529
20190616T0400,14.360529
20190616T0500,13.330529
20190616T0600,13.500529
20190616T0700,14.370529
20190616T0800,14.730529
20190616T0900,15.340529
20190616T1000,16.830528
20190616T1100,18.190529
20190616T1200,19.500528
20190616T1300,20.580528
20190616T1400,21.020529
20190616T1500,21.600529
20190616T1600,21.98053
20190616T1700,22.20053
20190616T1800,22.21053
20190616T1900,22.04053
20190616T2000,21.600529
20190616T2100,20.750528
20190616T2200,19.80053
20190616T2300,18.160528
20190617T0000,16.510529
20190617T0100,15.340529
20190617T0200,14.330529
20190617T0300,13.540529
20190617T0400,12.750529
20190617T0500,12.180529
20190617T0600,12.000529
20190617T0700,13.220529
20190617T0800,14.970529
20190617T0900,17.100529
20190617T1000,19.590528
